페이지,클릭수,노출수,CTR,게재순위
https://ellite.co.kr/,1.0,18.0,0.0556,34.28
https://ellite.co.kr/price.html,1.0,3.0,0.3333,5.33
https://ellite.co.kr/area.html,0.0,2.0,0.0,7.5
https://ellite.co.kr/location.html,0.0,1.0,0.0,10.0
https://ellite.co.kr/blog.html,0.0,1.0,0.0,18.0
